,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
13694,2015-03-27,21:00:00,Queens,482,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
13695,2015-03-27,21:00:00,Staten Island,7,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
13697,2015-03-27,22:00:00,Bronx,79,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13698,2015-03-27,22:00:00,Brooklyn,969,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13699,2015-03-27,22:00:00,EWR,0,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13700,2015-03-27,22:00:00,Manhattan,4167,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13701,2015-03-27,22:00:00,Queens,541,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13702,2015-03-27,22:00:00,Staten Island,1,6.0,10.0,45.0,28.0,1006.5,0.0,0.0,0.0,0.0,N
13704,2015-03-27,23:00:00,Bronx,98,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13705,2015-03-27,23:00:00,Brooklyn,1076,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13706,2015-03-27,23:00:00,EWR,0,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13707,2015-03-27,23:00:00,Manhattan,4686,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13708,2015-03-27,23:00:00,Queens,662,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13709,2015-03-27,23:00:00,Staten Island,4,5.0,10.0,44.0,28.0,1007.0,0.0,0.0,0.0,0.0,N
13711,2015-03-28,00:00:00,Bronx,78,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13712,2015-03-28,00:00:00,Brooklyn,1096,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13713,2015-03-28,00:00:00,EWR,0,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13714,2015-03-28,00:00:00,Manhattan,4402,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13715,2015-03-28,00:00:00,Queens,571,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13716,2015-03-28,00:00:00,Staten Island,3,3.0,10.0,44.0,26.0,1007.5,0.0,0.0,0.0,0.0,N
13718,2015-03-28,01:00:00,Bronx,70,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13719,2015-03-28,01:00:00,Brooklyn,1011,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13720,2015-03-28,01:00:00,EWR,0,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13721,2015-03-28,01:00:00,Manhattan,3460,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13722,2015-03-28,01:00:00,Queens,419,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13723,2015-03-28,01:00:00,Staten Island,1,5.0,10.0,43.0,25.0,1008.2,0.0,0.0,0.0,0.0,N
13724,2015-03-28,02:00:00,Bronx,51,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13725,2015-03-28,02:00:00,Brooklyn,732,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13726,2015-03-28,02:00:00,EWR,0,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13727,2015-03-28,02:00:00,Manhattan,2396,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13728,2015-03-28,02:00:00,Queens,244,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13729,2015-03-28,02:00:00,Staten Island,4,5.0,10.0,43.0,24.0,1008.4,0.0,0.0,0.0,0.0,N
13731,2015-03-28,03:00:00,Bronx,32,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13732,2015-03-28,03:00:00,Brooklyn,533,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13733,2015-03-28,03:00:00,EWR,0,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13734,2015-03-28,03:00:00,Manhattan,1538,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13735,2015-03-28,03:00:00,Queens,199,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13736,2015-03-28,03:00:00,Staten Island,2,5.0,10.0,42.0,24.0,1008.7,0.0,0.0,0.0,0.0,N
13738,2015-03-28,04:00:00,Bronx,31,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13739,2015-03-28,04:00:00,Brooklyn,383,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13740,2015-03-28,04:00:00,EWR,0,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13741,2015-03-28,04:00:00,Manhattan,1119,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13742,2015-03-28,04:00:00,Queens,130,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13743,2015-03-28,04:00:00,Staten Island,1,5.0,10.0,41.0,25.0,1008.8,0.0,0.0,0.0,0.0,N
13744,2015-03-28,05:00:00,Bronx,23,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13745,2015-03-28,05:00:00,Brooklyn,237,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13746,2015-03-28,05:00:00,EWR,0,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13747,2015-03-28,05:00:00,Manhattan,748,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13748,2015-03-28,05:00:00,Queens,121,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13749,2015-03-28,05:00:00,Staten Island,1,8.0,10.0,40.0,24.0,1008.2,0.0,0.0,0.27,0.0,N
13751,2015-03-28,06:00:00,Bronx,23,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13752,2015-03-28,06:00:00,Brooklyn,240,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13753,2015-03-28,06:00:00,EWR,0,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13754,2015-03-28,06:00:00,Manhattan,508,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13755,2015-03-28,06:00:00,Queens,138,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13756,2015-03-28,06:00:00,Staten Island,0,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
13757,2015-03-28,07:00:00,Bronx,30,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13758,2015-03-28,07:00:00,Brooklyn,260,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13759,2015-03-28,07:00:00,EWR,0,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13760,2015-03-28,07:00:00,Manhattan,566,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13761,2015-03-28,07:00:00,Queens,172,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13762,2015-03-28,07:00:00,Staten Island,0,13.0,10.0,38.0,23.0,1007.9,0.0,0.0,0.0,0.0,N
13763,2015-03-28,08:00:00,Bronx,37,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13764,2015-03-28,08:00:00,Brooklyn,342,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13765,2015-03-28,08:00:00,EWR,0,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13766,2015-03-28,08:00:00,Manhattan,783,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13767,2015-03-28,08:00:00,Queens,158,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13768,2015-03-28,08:00:00,Staten Island,1,6.0,10.0,37.0,22.0,1007.6,0.0,0.0,0.0,0.0,N
13770,2015-03-28,09:00:00,Bronx,32,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13771,2015-03-28,09:00:00,Brooklyn,420,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13772,2015-03-28,09:00:00,EWR,0,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13773,2015-03-28,09:00:00,Manhattan,1061,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13774,2015-03-28,09:00:00,Queens,236,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13775,2015-03-28,09:00:00,Staten Island,0,9.0,10.0,36.0,20.0,1007.7,0.0,0.0,0.0,0.0,N
13777,2015-03-28,10:00:00,Bronx,39,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13778,2015-03-28,10:00:00,Brooklyn,529,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13779,2015-03-28,10:00:00,EWR,0,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13780,2015-03-28,10:00:00,Manhattan,1498,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13781,2015-03-28,10:00:00,Queens,285,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13782,2015-03-28,10:00:00,Staten Island,1,9.0,10.0,36.0,20.0,1007.6,0.0,0.0,0.0,0.0,N
13783,2015-03-28,11:00:00,Bronx,56,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13784,2015-03-28,11:00:00,Brooklyn,551,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13785,2015-03-28,11:00:00,EWR,0,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13786,2015-03-28,11:00:00,Manhattan,1902,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13787,2015-03-28,11:00:00,Queens,282,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13788,2015-03-28,11:00:00,Staten Island,5,7.0,10.0,35.0,19.0,1008.3,0.0,0.0,0.0,0.0,N
13789,2015-03-28,12:00:00,Bronx,62,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13790,2015-03-28,12:00:00,Brooklyn,652,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13791,2015-03-28,12:00:00,EWR,0,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13792,2015-03-28,12:00:00,Manhattan,2280,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13793,2015-03-28,12:00:00,Queens,330,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13794,2015-03-28,12:00:00,Staten Island,3,10.0,10.0,34.0,18.0,1009.0,0.0,0.0,0.0,0.0,N
13796,2015-03-28,13:00:00,Bronx,63,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13797,2015-03-28,13:00:00,Brooklyn,671,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13798,2015-03-28,13:00:00,EWR,0,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13799,2015-03-28,13:00:00,Manhattan,2582,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13800,2015-03-28,13:00:00,Queens,321,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13801,2015-03-28,13:00:00,Staten Island,1,7.0,10.0,33.0,17.0,1009.2,0.0,0.0,0.0,0.0,N
13803,2015-03-28,14:00:00,Bronx,72,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13804,2015-03-28,14:00:00,Brooklyn,674,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13805,2015-03-28,14:00:00,EWR,0,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13806,2015-03-28,14:00:00,Manhattan,2570,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13807,2015-03-28,14:00:00,Queens,319,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13808,2015-03-28,14:00:00,Staten Island,2,8.0,10.0,34.0,18.0,1009.6,0.0,0.0,0.0,0.0,N
13810,2015-03-28,15:00:00,Bronx,80,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13811,2015-03-28,15:00:00,Brooklyn,735,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13812,2015-03-28,15:00:00,EWR,0,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13813,2015-03-28,15:00:00,Manhattan,2459,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13814,2015-03-28,15:00:00,Queens,367,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13815,2015-03-28,15:00:00,Staten Island,3,7.0,10.0,34.0,18.0,1010.1,0.0,0.0,0.0,0.0,N
13817,2015-03-28,16:00:00,Bronx,76,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13818,2015-03-28,16:00:00,Brooklyn,757,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13819,2015-03-28,16:00:00,EWR,0,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13820,2015-03-28,16:00:00,Manhattan,2791,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13821,2015-03-28,16:00:00,Queens,389,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13822,2015-03-28,16:00:00,Staten Island,0,10.0,3.66666666666667,33.6666666666667,20.6666666666667,1010.2,0.0,0.0,0.0,0.0,N
13823,2015-03-28,17:00:00,Bronx,62,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13824,2015-03-28,17:00:00,Brooklyn,758,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13825,2015-03-28,17:00:00,EWR,0,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13826,2015-03-28,17:00:00,Manhattan,3642,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13827,2015-03-28,17:00:00,Queens,421,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13828,2015-03-28,17:00:00,Staten Island,4,7.0,10.0,34.0,22.0,1010.4,0.0,0.0,0.0,0.0,N
13830,2015-03-28,18:00:00,Bronx,89,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13831,2015-03-28,18:00:00,Brooklyn,913,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13832,2015-03-28,18:00:00,EWR,0,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13833,2015-03-28,18:00:00,Manhattan,3968,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13834,2015-03-28,18:00:00,Queens,380,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13835,2015-03-28,18:00:00,Staten Island,4,7.0,10.0,37.0,23.0,1010.3,0.0,0.0,0.0,0.0,N
13837,2015-03-28,19:00:00,Bronx,88,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13838,2015-03-28,19:00:00,Brooklyn,1065,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13839,2015-03-28,19:00:00,EWR,0,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13840,2015-03-28,19:00:00,Manhattan,4418,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13841,2015-03-28,19:00:00,Queens,441,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13842,2015-03-28,19:00:00,Staten Island,4,6.0,10.0,38.0,21.0,1010.2,0.0,0.0,0.0,0.0,N
13844,2015-03-28,20:00:00,Bronx,95,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13845,2015-03-28,20:00:00,Brooklyn,1128,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13846,2015-03-28,20:00:00,EWR,0,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13847,2015-03-28,20:00:00,Manhattan,5176,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13848,2015-03-28,20:00:00,Queens,489,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13849,2015-03-28,20:00:00,Staten Island,2,9.0,10.0,39.0,22.0,1010.3,0.0,0.0,0.0,0.0,N
13850,2015-03-28,21:00:00,Bronx,124,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13851,2015-03-28,21:00:00,Brooklyn,1266,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13852,2015-03-28,21:00:00,EWR,0,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13853,2015-03-28,21:00:00,Manhattan,4776,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13854,2015-03-28,21:00:00,Queens,601,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13855,2015-03-28,21:00:00,Staten Island,0,0.0,10.0,39.0,22.0,1011.2,0.0,0.0,0.0,0.0,N
13857,2015-03-28,22:00:00,Bronx,132,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13858,2015-03-28,22:00:00,Brooklyn,1309,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13859,2015-03-28,22:00:00,EWR,0,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13860,2015-03-28,22:00:00,Manhattan,4598,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13861,2015-03-28,22:00:00,Queens,581,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13862,2015-03-28,22:00:00,Staten Island,4,8.0,10.0,37.0,23.0,1012.4,0.0,0.0,0.0,0.0,N
13864,2015-03-28,23:00:00,Bronx,110,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13865,2015-03-28,23:00:00,Brooklyn,1315,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13866,2015-03-28,23:00:00,EWR,0,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13867,2015-03-28,23:00:00,Manhattan,5330,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13868,2015-03-28,23:00:00,Queens,594,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13869,2015-03-28,23:00:00,Staten Island,3,13.0,10.0,36.0,15.0,1014.1,0.0,0.0,0.0,0.0,N
13871,2015-03-29,00:00:00,Bronx,88,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13872,2015-03-29,00:00:00,Brooklyn,1234,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13873,2015-03-29,00:00:00,EWR,0,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13874,2015-03-29,00:00:00,Manhattan,5522,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13875,2015-03-29,00:00:00,Queens,443,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13876,2015-03-29,00:00:00,Staten Island,6,6.0,10.0,33.0,18.0,1015.9,0.0,0.0,0.0,0.0,N
13878,2015-03-29,01:00:00,Bronx,65,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13879,2015-03-29,01:00:00,Brooklyn,1204,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13880,2015-03-29,01:00:00,EWR,0,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13881,2015-03-29,01:00:00,Manhattan,4799,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13882,2015-03-29,01:00:00,Queens,408,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13883,2015-03-29,01:00:00,Staten Island,5,10.0,10.0,31.0,18.0,1017.2,0.0,0.02,0.0,0.0,N
13885,2015-03-29,02:00:00,Bronx,60,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13886,2015-03-29,02:00:00,Brooklyn,1004,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13887,2015-03-29,02:00:00,EWR,0,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13888,2015-03-29,02:00:00,Manhattan,3783,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13889,2015-03-29,02:00:00,Queens,267,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13890,2015-03-29,02:00:00,Staten Island,1,5.0,10.0,30.0,16.0,1018.3,0.0,0.03,0.0,0.0,N
13892,2015-03-29,03:00:00,Bronx,47,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13893,2015-03-29,03:00:00,Brooklyn,718,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13894,2015-03-29,03:00:00,EWR,0,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13895,2015-03-29,03:00:00,Manhattan,2554,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13896,2015-03-29,03:00:00,Queens,183,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13897,2015-03-29,03:00:00,Staten Island,0,7.0,10.0,29.0,14.0,1019.1,0.0,0.04,0.0,0.0,N
13899,2015-03-29,04:00:00,Bronx,41,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13900,2015-03-29,04:00:00,Brooklyn,476,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13901,2015-03-29,04:00:00,EWR,0,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13902,2015-03-29,04:00:00,Manhattan,1624,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13903,2015-03-29,04:00:00,Queens,149,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13904,2015-03-29,04:00:00,Staten Island,0,10.0,5.0,27.0,17.0,1019.8,0.0,0.04,0.0,0.0,N
13906,2015-03-29,05:00:00,Bronx,26,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13907,2015-03-29,05:00:00,Brooklyn,326,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13908,2015-03-29,05:00:00,EWR,0,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13909,2015-03-29,05:00:00,Manhattan,852,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13910,2015-03-29,05:00:00,Queens,120,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13911,2015-03-29,05:00:00,Staten Island,1,6.0,8.0,26.0,15.0,1020.2,0.0,0.05,0.0,0.0,N
13913,2015-03-29,06:00:00,Bronx,18,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13914,2015-03-29,06:00:00,Brooklyn,262,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13915,2015-03-29,06:00:00,EWR,0,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13916,2015-03-29,06:00:00,Manhattan,558,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13917,2015-03-29,06:00:00,Queens,128,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13918,2015-03-29,06:00:00,Staten Island,1,6.0,10.0,26.0,12.0,1020.3,0.0,0.05,0.0,0.0,N
13920,2015-03-29,07:00:00,Bronx,20,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13921,2015-03-29,07:00:00,Brooklyn,221,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13922,2015-03-29,07:00:00,EWR,0,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13923,2015-03-29,07:00:00,Manhattan,457,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13924,2015-03-29,07:00:00,Queens,159,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13925,2015-03-29,07:00:00,Staten Island,0,7.0,10.0,27.0,9.0,1020.6,0.0,0.03,0.0,0.0,N
13926,2015-03-29,08:00:00,Bronx,12,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13927,2015-03-29,08:00:00,Brooklyn,293,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13928,2015-03-29,08:00:00,EWR,0,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13929,2015-03-29,08:00:00,Manhattan,592,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13930,2015-03-29,08:00:00,Queens,180,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13931,2015-03-29,08:00:00,Staten Island,2,8.0,10.0,26.0,6.0,1020.8,0.0,0.02,0.0,0.0,N
13933,2015-03-29,09:00:00,Bronx,26,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13934,2015-03-29,09:00:00,Brooklyn,354,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13935,2015-03-29,09:00:00,EWR,0,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13936,2015-03-29,09:00:00,Manhattan,902,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13937,2015-03-29,09:00:00,Queens,175,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13938,2015-03-29,09:00:00,Staten Island,0,5.0,10.0,26.0,8.0,1021.5,0.0,0.01,0.0,0.0,N
13939,2015-03-29,10:00:00,Bronx,31,6.0,10.0,26.0,5.0,1022.2,0.0,0.01,0.0,0.0,N
13940,2015-03-29,10:00:00,Brooklyn,450,6.0,10.0,26.0,5.0,1022.2,0.0,0.01,0.0,0.0,N
13941,2015-03-29,10:00:00,EWR,0,6.0,10.0,26.0,5.0,1022.2,0.0,0.01,0.0,0.0,N
